epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,57.4685,0.76317,0.5888,0.92574,0.90892,0.9504,0.94611,0.69815,0.86008,0.62871,1.03171,0.0008647,0.0008647,0.0008647
43,58.4696,0.72642,0.59074,0.92666,0.94962,0.89771,0.94234,0.73578,0.85317,0.60666,1.02122,0.0008614,0.0008614,0.0008614
44,59.5135,0.69996,0.57275,0.92307,0.9614,0.90476,0.9442,0.74846,0.8206,0.58382,1.00678,0.0008581,0.0008581,0.0008581
45,60.5684,0.71507,0.58178,0.92401,0.94807,0.92063,0.93914,0.73813,0.85357,0.64315,1.04023,0.0008548,0.0008548,0.0008548
46,61.6075,0.68089,0.51451,0.93362,0.96289,0.90476,0.94185,0.73435,0.86241,0.63546,1.0426,0.0008515,0.0008515,0.0008515
47,62.5815,0.69132,0.53085,0.92436,0.94674,0.84651,0.92042,0.70998,0.92236,0.75535,1.08788,0.0008482,0.0008482,0.0008482
48,63.7516,0.6931,0.53888,0.9083,0.9051,0.80952,0.84847,0.6466,0.89082,1.05202,1.05427,0.0008449,0.0008449,0.0008449
49,64.6525,0.69828,0.54605,0.91063,0.93158,0.8645,0.91656,0.70707,0.83779,0.70792,1.01963,0.0008416,0.0008416,0.0008416
50,65.4914,0.64016,0.52447,0.89497,0.91265,0.87302,0.94064,0.72935,0.83138,0.73133,1.01889,0.0008383,0.0008383,0.0008383
51,66.3001,0.66136,0.53627,0.91714,0.91822,0.89117,0.95038,0.75036,0.82871,0.73561,1.00748,0.000835,0.000835,0.000835
52,67.1287,0.71571,0.52729,0.89871,0.96143,0.92063,0.95912,0.73585,0.87842,0.64458,1.02344,0.0008317,0.0008317,0.0008317
53,68.0354,0.71691,0.55952,0.92205,0.98425,0.90476,0.96095,0.71973,0.91656,0.61622,1.0488,0.0008284,0.0008284,0.0008284
54,69.0209,0.68054,0.51075,0.91793,0.94855,0.90476,0.95609,0.74892,0.83776,0.54318,0.99426,0.0008251,0.0008251,0.0008251
55,70.0995,0.75547,0.56788,0.94983,0.92239,0.92063,0.94183,0.7497,0.83649,0.59125,1.0022,0.0008218,0.0008218,0.0008218
56,71.1037,0.68524,0.54865,0.90929,0.93254,0.87771,0.94417,0.75404,0.8291,0.61565,0.99707,0.0008185,0.0008185,0.0008185
57,72.1155,0.68536,0.5455,0.91751,0.92238,0.95238,0.95601,0.75973,0.83629,0.60043,1.02786,0.0008152,0.0008152,0.0008152
58,72.9963,0.67435,0.51752,0.911,0.99763,0.92063,0.94818,0.74322,0.83523,0.6639,1.00373,0.0008119,0.0008119,0.0008119
59,73.813,0.67089,0.52975,0.91573,0.96972,0.92063,0.95975,0.76026,0.80828,0.60623,1.00627,0.0008086,0.0008086,0.0008086
60,74.6798,0.66807,0.51633,0.90017,0.96652,0.9166,0.95285,0.77541,0.79706,0.63968,1.01221,0.0008053,0.0008053,0.0008053
61,75.7653,0.64392,0.50848,0.90883,0.94898,0.90476,0.9438,0.76006,0.77777,0.62567,0.99391,0.000802,0.000802,0.000802
62,76.7823,0.65149,0.50043,0.8975,0.90606,0.91857,0.93975,0.74583,0.80076,0.57458,0.99929,0.0007987,0.0007987,0.0007987
63,77.7522,0.65671,0.51607,0.89156,0.93627,0.93282,0.94622,0.75084,0.81673,0.54572,0.9929,0.0007954,0.0007954,0.0007954
64,78.767,0.65092,0.49351,0.89938,0.94329,0.92063,0.94712,0.7438,0.80652,0.52409,1.00534,0.0007921,0.0007921,0.0007921
65,79.7423,0.63567,0.49132,0.91803,0.92287,0.94962,0.92996,0.725,0.83293,0.56697,1.01249,0.0007888,0.0007888,0.0007888
66,80.7519,0.6585,0.51315,0.90576,0.9656,0.92063,0.93244,0.7133,0.87017,0.57068,1.02357,0.0007855,0.0007855,0.0007855
67,81.7357,0.65687,0.49496,0.92367,0.9672,0.93607,0.95507,0.74643,0.86217,0.55315,0.98921,0.0007822,0.0007822,0.0007822
68,82.8709,0.66079,0.49472,0.91027,0.98296,0.91589,0.95614,0.73375,0.853,0.53617,0.96417,0.0007789,0.0007789,0.0007789
69,83.8408,0.66116,0.48163,0.89475,0.98063,0.92063,0.96148,0.76589,0.82342,0.52287,0.94972,0.0007756,0.0007756,0.0007756
70,84.7672,0.64464,0.49678,0.88774,0.95159,0.93601,0.96082,0.773,0.813,0.52152,0.95456,0.0007723,0.0007723,0.0007723
71,85.7259,0.6711,0.50802,0.89389,0.96768,0.95052,0.96082,0.77009,0.81536,0.50501,0.9525,0.000769,0.000769,0.000769
72,86.7502,0.60294,0.46697,0.86142,0.97925,0.92063,0.95931,0.77833,0.76091,0.49831,0.95542,0.0007657,0.0007657,0.0007657
73,87.7615,0.65815,0.48496,0.90572,0.97963,0.92063,0.96532,0.77244,0.79736,0.51761,0.96867,0.0007624,0.0007624,0.0007624
74,88.9097,0.62322,0.47297,0.89283,0.89342,0.93146,0.9447,0.75864,0.88138,0.5938,1.05586,0.0007591,0.0007591,0.0007591
75,89.8889,0.65871,0.46865,0.89651,0.9303,0.87302,0.94875,0.76726,0.88588,0.56659,1.05965,0.0007558,0.0007558,0.0007558
76,90.8897,0.61847,0.43835,0.87902,0.96719,0.93574,0.95779,0.75558,0.85879,0.5421,1.01247,0.0007525,0.0007525,0.0007525
77,91.8644,0.61496,0.47084,0.89081,0.87286,0.88889,0.91491,0.69688,0.88735,0.66873,1.01717,0.0007492,0.0007492,0.0007492
78,92.8466,0.63158,0.47164,0.90169,0.91812,0.90476,0.93536,0.71748,0.87098,0.57953,1.00196,0.0007459,0.0007459,0.0007459
79,93.6672,0.63811,0.47907,0.90223,0.92975,0.95238,0.95113,0.73645,0.85891,0.54971,1.00722,0.0007426,0.0007426,0.0007426
80,94.5294,0.61856,0.45625,0.88433,0.95305,0.96672,0.96419,0.76992,0.79748,0.49987,0.99913,0.0007393,0.0007393,0.0007393
81,95.6405,0.59902,0.45417,0.89278,0.90983,0.96101,0.96195,0.77906,0.77653,0.49934,0.96449,0.000736,0.000736,0.000736
82,96.6537,0.64911,0.47976,0.88894,0.90615,0.91955,0.95361,0.77032,0.82406,0.56497,1.00799,0.0007327,0.0007327,0.0007327
83,97.6375,0.60817,0.44,0.88634,0.94853,0.87754,0.95456,0.77224,0.79496,0.5566,0.98119,0.0007294,0.0007294,0.0007294
84,98.6201,0.649,0.47644,0.88665,0.94456,0.95238,0.94712,0.76062,0.80334,0.57972,0.99115,0.0007261,0.0007261,0.0007261
85,99.6221,0.63349,0.49396,0.9036,0.94252,0.95238,0.94591,0.74474,0.82019,0.56086,1.00382,0.0007228,0.0007228,0.0007228
86,100.615,0.63621,0.45994,0.88821,0.91556,0.93651,0.91667,0.72617,0.78201,0.57071,0.95655,0.0007195,0.0007195,0.0007195
87,101.772,0.65975,0.46226,0.88771,0.89112,0.90943,0.92151,0.73524,0.77811,0.58896,0.95002,0.0007162,0.0007162,0.0007162
88,102.782,0.65478,0.48251,0.88402,0.92117,0.90476,0.93365,0.7489,0.78581,0.57169,0.97947,0.0007129,0.0007129,0.0007129
89,103.597,0.62644,0.45499,0.88304,0.93891,0.88889,0.93439,0.76142,0.78954,0.59091,0.99746,0.0007096,0.0007096,0.0007096
90,104.427,0.63891,0.44552,0.89606,0.94975,0.9001,0.93044,0.7566,0.76755,0.55075,0.96222,0.0007063,0.0007063,0.0007063
91,105.227,0.62884,0.45287,0.89034,0.93538,0.91903,0.94206,0.76207,0.7943,0.54191,0.97009,0.000703,0.000703,0.000703
92,106.058,0.60975,0.44287,0.88983,0.94312,0.90476,0.94416,0.74025,0.83077,0.59143,0.97224,0.0006997,0.0006997,0.0006997
93,107.122,0.60848,0.4378,0.86808,0.98237,0.88453,0.93963,0.71029,0.85281,0.61538,0.99929,0.0006964,0.0006964,0.0006964
94,108.146,0.61286,0.44479,0.8856,0.94384,0.90476,0.94353,0.73268,0.81683,0.5968,0.97879,0.0006931,0.0006931,0.0006931
95,109.146,0.61238,0.43626,0.90212,0.9363,0.93323,0.95154,0.759,0.80011,0.54978,0.96516,0.0006898,0.0006898,0.0006898
96,110.186,0.59436,0.42399,0.87199,0.92027,0.91616,0.95702,0.74476,0.83556,0.53758,1.00032,0.0006865,0.0006865,0.0006865
97,111.168,0.59028,0.43424,0.85893,0.90677,0.95238,0.95742,0.74728,0.81976,0.53936,1.0083,0.0006832,0.0006832,0.0006832
98,112.196,0.61228,0.44274,0.88292,0.90483,0.90547,0.95096,0.76653,0.78963,0.55475,0.96882,0.0006799,0.0006799,0.0006799
99,113.326,0.59982,0.43578,0.88346,0.8534,0.95238,0.95151,0.75535,0.79288,0.52631,0.97572,0.0006766,0.0006766,0.0006766
100,114.314,0.59994,0.44089,0.88968,0.89158,0.87302,0.93603,0.73238,0.82858,0.57779,1.01549,0.0006733,0.0006733,0.0006733
101,115.284,0.58198,0.43213,0.86925,0.89667,0.96427,0.95258,0.74347,0.8124,0.53779,1.00858,0.00067,0.00067,0.00067
102,116.285,0.58723,0.40842,0.88052,0.89307,0.95238,0.95346,0.75653,0.8005,0.50669,0.98715,0.0006667,0.0006667,0.0006667
103,117.242,0.59406,0.4177,0.8759,0.95054,0.91524,0.95822,0.76601,0.79924,0.49442,1.00107,0.0006634,0.0006634,0.0006634
104,118.251,0.59503,0.41133,0.88324,0.96656,0.91765,0.96635,0.76178,0.79731,0.5074,0.98757,0.0006601,0.0006601,0.0006601
105,119.343,0.57677,0.41127,0.87682,0.96483,0.96825,0.96561,0.76243,0.82948,0.51805,1.00675,0.0006568,0.0006568,0.0006568
106,120.323,0.57639,0.42321,0.87783,0.95297,0.96488,0.9611,0.75487,0.81573,0.53026,0.99685,0.0006535,0.0006535,0.0006535
107,121.294,0.56949,0.40827,0.8713,0.96716,0.93501,0.96243,0.76927,0.81182,0.51784,0.98534,0.0006502,0.0006502,0.0006502
108,122.153,0.59549,0.41005,0.87821,0.95765,0.92063,0.96101,0.76678,0.81066,0.54138,1.00729,0.0006469,0.0006469,0.0006469
109,122.949,0.60729,0.42672,0.89473,1,0.91752,0.97564,0.77554,0.76964,0.49518,0.9793,0.0006436,0.0006436,0.0006436
110,123.745,0.57712,0.40676,0.87551,0.98382,0.96527,0.9781,0.7774,0.79503,0.47622,1.00684,0.0006403,0.0006403,0.0006403
111,124.565,0.57581,0.38796,0.86986,0.9523,0.95238,0.96727,0.76143,0.80759,0.47513,1.01677,0.000637,0.000637,0.000637
112,125.691,0.57859,0.39086,0.87786,0.9358,0.96825,0.96421,0.76449,0.78469,0.51596,0.99986,0.0006337,0.0006337,0.0006337
113,126.646,0.54989,0.43014,0.86401,0.90459,0.96825,0.96227,0.78629,0.76935,0.50907,0.9811,0.0006304,0.0006304,0.0006304
114,127.645,0.59593,0.41905,0.87813,0.93841,0.96737,0.96365,0.79079,0.78712,0.48515,0.98682,0.0006271,0.0006271,0.0006271
115,128.624,0.60418,0.41983,0.87984,0.93399,0.95238,0.96351,0.78508,0.78053,0.48416,0.98481,0.0006238,0.0006238,0.0006238
116,129.595,0.60459,0.43284,0.88685,0.96494,0.95238,0.96693,0.78247,0.80914,0.47909,1.00855,0.0006205,0.0006205,0.0006205
117,130.513,0.54708,0.39533,0.85086,0.96533,0.96825,0.96973,0.78726,0.80712,0.48905,1.02802,0.0006172,0.0006172,0.0006172
118,131.482,0.56615,0.39359,0.87539,0.92187,0.96825,0.96416,0.78485,0.77602,0.50429,0.98643,0.0006139,0.0006139,0.0006139
119,132.259,0.55426,0.41204,0.85135,0.9377,0.96825,0.96851,0.78351,0.78937,0.47949,0.97158,0.0006106,0.0006106,0.0006106
120,133.102,0.55745,0.41052,0.87539,0.9807,0.95238,0.97178,0.78352,0.79779,0.45444,0.96758,0.0006073,0.0006073,0.0006073
121,133.904,0.59041,0.43978,0.88505,0.99897,0.93651,0.96718,0.78053,0.80606,0.46574,0.9863,0.000604,0.000604,0.000604
122,134.745,0.57841,0.4155,0.8576,0.99493,0.93651,0.96675,0.79244,0.79539,0.45633,0.99741,0.0006007,0.0006007,0.0006007
123,135.566,0.58921,0.3996,0.86671,0.9797,0.93651,0.96728,0.7877,0.78494,0.45881,0.98563,0.0005974,0.0005974,0.0005974
124,136.428,0.61381,0.42372,0.88248,0.94733,0.95238,0.9559,0.77894,0.74965,0.45651,0.96277,0.0005941,0.0005941,0.0005941
125,137.369,0.59357,0.42833,0.87743,0.9383,0.96551,0.93731,0.77291,0.75429,0.47331,0.97112,0.0005908,0.0005908,0.0005908
126,138.219,0.57897,0.39396,0.87465,0.96535,0.96825,0.95711,0.79586,0.7678,0.45172,0.96822,0.0005875,0.0005875,0.0005875
127,139.033,0.55275,0.3981,0.87261,0.97959,0.96825,0.97195,0.81611,0.7574,0.44478,0.96054,0.0005842,0.0005842,0.0005842
128,139.898,0.56025,0.40571,0.87705,0.96821,0.96702,0.96791,0.80903,0.74367,0.44778,0.96318,0.0005809,0.0005809,0.0005809
129,140.717,0.59824,0.40084,0.87071,0.97688,0.95238,0.96948,0.81891,0.72731,0.44762,0.9467,0.0005776,0.0005776,0.0005776
130,141.572,0.55341,0.39449,0.86601,0.95315,0.95238,0.96672,0.80084,0.78017,0.47775,0.95607,0.0005743,0.0005743,0.0005743
131,142.522,0.54972,0.38975,0.87085,0.96754,0.95238,0.96538,0.78974,0.79472,0.50114,0.97587,0.000571,0.000571,0.000571
132,143.389,0.57891,0.38575,0.87383,0.97716,0.95238,0.97007,0.78233,0.75914,0.47946,0.96613,0.0005677,0.0005677,0.0005677
133,144.224,0.54758,0.38883,0.87694,0.97733,0.96825,0.97011,0.78864,0.76256,0.48604,0.95699,0.0005644,0.0005644,0.0005644
134,145.118,0.57055,0.40055,0.86957,0.98354,0.94844,0.9708,0.784,0.80743,0.48065,0.96213,0.0005611,0.0005611,0.0005611
