epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,319.244,0.30051,0.42837,0.31542,0.23775,0.82342,0.99897,1,0.995,0.97546,0.99897,1,0.995,0.98668,0.25896,0.08364,0.17336,0.19325,0.76638,0.0005842,0.0005842,0.0005842
128,321.637,0.29607,0.46129,0.33579,0.24044,0.82927,0.99898,1,0.995,0.98269,0.99898,1,0.995,0.9869,0.26579,0.08386,0.17584,0.19547,0.76408,0.0005809,0.0005809,0.0005809
129,324.199,0.2955,0.38893,0.32889,0.24197,0.81893,0.99903,1,0.995,0.9818,0.99903,1,0.995,0.98643,0.25923,0.08599,0.17513,0.19623,0.76094,0.0005776,0.0005776,0.0005776
130,326.745,0.29657,0.33161,0.34528,0.25791,0.82961,0.99903,1,0.995,0.97209,0.99903,1,0.995,0.98662,0.26109,0.08353,0.16651,0.20415,0.76074,0.0005743,0.0005743,0.0005743
131,329.267,0.31031,0.31891,0.32708,0.23997,0.83877,0.99903,1,0.995,0.97013,0.99903,1,0.995,0.98662,0.25203,0.08206,0.16054,0.19937,0.76365,0.000571,0.000571,0.000571
132,331.793,0.32091,0.43742,0.35397,0.25866,0.85554,0.99904,1,0.995,0.98219,0.99904,1,0.995,0.98702,0.24862,0.07813,0.16002,0.18846,0.76456,0.0005677,0.0005677,0.0005677
133,334.262,0.31215,0.33279,0.29775,0.2509,0.8182,0.99904,1,0.995,0.98348,0.99904,1,0.995,0.98243,0.25207,0.08176,0.16553,0.19718,0.76314,0.0005644,0.0005644,0.0005644
134,336.482,0.30222,0.37935,0.32813,0.25136,0.81543,0.99904,1,0.995,0.97388,0.99904,1,0.995,0.98788,0.26008,0.09316,0.1672,0.2064,0.76711,0.0005611,0.0005611,0.0005611
135,339.05,0.3161,0.41733,0.31375,0.2463,0.83877,0.99903,1,0.995,0.96665,0.99903,1,0.995,0.98563,0.27569,0.08616,0.1551,0.21138,0.76618,0.0005578,0.0005578,0.0005578
136,341.531,0.29796,0.41718,0.29933,0.23822,0.8411,0.99904,1,0.995,0.97629,0.99904,1,0.995,0.98597,0.267,0.09372,0.14924,0.20277,0.76434,0.0005545,0.0005545,0.0005545
137,344.083,0.29574,0.29145,0.29844,0.23852,0.82257,0.99904,1,0.995,0.9762,0.99904,1,0.995,0.98825,0.26793,0.10226,0.14503,0.20575,0.76617,0.0005512,0.0005512,0.0005512
138,346.557,0.28442,0.35464,0.29421,0.49463,0.79579,0.99905,1,0.995,0.97549,0.99905,1,0.995,0.98854,0.26646,0.08902,0.14774,0.19785,0.76891,0.0005479,0.0005479,0.0005479
139,348.987,0.29351,0.36454,0.29084,0.23831,0.83128,0.99905,1,0.995,0.98185,0.99905,1,0.995,0.98874,0.25524,0.08144,0.15267,0.20446,0.76964,0.0005446,0.0005446,0.0005446
140,351.406,0.30296,0.35355,0.31185,0.24219,0.83179,0.99904,1,0.995,0.98374,0.99904,1,0.995,0.99015,0.25363,0.08058,0.15834,0.20015,0.76741,0.0005413,0.0005413,0.0005413
141,353.983,0.29244,0.30401,0.34319,0.24684,0.83803,0.99901,1,0.995,0.97378,0.99901,1,0.995,0.99117,0.269,0.07498,0.15351,0.20731,0.77099,0.000538,0.000538,0.000538
142,356.527,0.30072,0.35685,0.29101,0.24667,0.8112,0.99903,1,0.995,0.98698,0.99903,1,0.995,0.99222,0.2636,0.06869,0.14883,0.21483,0.77536,0.0005347,0.0005347,0.0005347
143,359.004,0.31881,0.48794,0.29801,0.26101,0.84505,0.99902,1,0.995,0.98347,0.99902,1,0.995,0.99262,0.25496,0.09432,0.14282,0.20086,0.78204,0.0005314,0.0005314,0.0005314
144,361.525,0.3208,0.41755,0.28814,0.2638,0.84586,0.99903,1,0.995,0.98022,0.99903,1,0.995,0.99273,0.26963,0.09935,0.13939,0.20626,0.78113,0.0005281,0.0005281,0.0005281
145,364.055,0.31008,0.31856,0.29952,0.24635,0.83862,0.99903,1,0.995,0.97394,0.99903,1,0.995,0.99177,0.28023,0.07363,0.13759,0.19579,0.78029,0.0005248,0.0005248,0.0005248
146,366.485,0.3083,0.35812,0.32006,0.25607,0.84476,0.99902,1,0.995,0.98448,0.99902,1,0.995,0.99237,0.24824,0.08612,0.13406,0.19888,0.77949,0.0005215,0.0005215,0.0005215
147,368.992,0.36859,0.63546,0.30152,0.6256,0.88098,0.999,1,0.995,0.97843,0.999,1,0.995,0.99172,0.25698,0.08192,0.12894,0.21951,0.78923,0.0005182,0.0005182,0.0005182
148,371.655,0.292,0.40239,0.3005,0.24237,0.85111,0.99895,1,0.995,0.97639,0.99895,1,0.995,0.99015,0.24609,0.06953,0.12851,0.20434,0.78742,0.0005149,0.0005149,0.0005149
149,374.222,0.29358,0.3461,0.29917,0.23347,0.82754,0.99894,1,0.995,0.97069,0.99894,1,0.995,0.98906,0.2579,0.0692,0.12975,0.20085,0.78429,0.0005116,0.0005116,0.0005116
150,376.65,0.29472,0.34328,0.31684,0.23712,0.82605,0.99898,1,0.995,0.97492,0.99898,1,0.995,0.9883,0.26099,0.06885,0.12879,0.21703,0.78382,0.0005083,0.0005083,0.0005083
151,379.117,0.30368,0.532,0.30788,0.24212,0.83782,0.99877,1,0.995,0.97545,0.99877,1,0.995,0.98784,0.25798,0.07638,0.12362,0.2088,0.77921,0.000505,0.000505,0.000505
152,381.397,0.29462,0.41964,0.26939,0.24306,0.83548,0.99865,1,0.995,0.976,0.99865,1,0.995,0.98861,0.26614,0.07786,0.12076,0.19984,0.77832,0.0005017,0.0005017,0.0005017
153,383.817,0.30527,0.34803,0.27881,0.23974,0.82825,0.99901,1,0.995,0.98071,0.99901,1,0.995,0.98878,0.26416,0.07277,0.11772,0.19116,0.77707,0.0004984,0.0004984,0.0004984
154,386.336,0.29759,0.33334,0.28702,0.24141,0.84748,0.99903,1,0.995,0.98563,0.99903,1,0.995,0.98769,0.26026,0.06729,0.11842,0.18363,0.77554,0.0004951,0.0004951,0.0004951
155,388.941,0.29626,0.40898,0.29368,0.23364,0.83961,0.99903,1,0.995,0.98473,0.99903,1,0.995,0.98549,0.27044,0.07397,0.12158,0.18735,0.77461,0.0004918,0.0004918,0.0004918
156,391.603,0.29116,0.41796,0.29944,0.23728,0.85629,0.99905,1,0.995,0.97069,0.99905,1,0.995,0.98734,0.27053,0.06788,0.11989,0.19749,0.77659,0.0004885,0.0004885,0.0004885
157,394.169,0.28987,0.3702,0.24802,0.23145,0.84018,0.99904,1,0.995,0.973,0.99904,1,0.995,0.98734,0.25516,0.07222,0.11726,0.19009,0.77083,0.0004852,0.0004852,0.0004852
158,396.705,0.28141,0.3469,0.28218,0.22585,0.82027,0.99904,1,0.995,0.98309,0.99904,1,0.995,0.98702,0.24386,0.0685,0.11507,0.18684,0.76695,0.0004819,0.0004819,0.0004819
159,399.328,0.29933,0.32264,0.27153,0.24758,0.83328,0.99905,1,0.995,0.98156,0.99905,1,0.995,0.9873,0.25306,0.08193,0.11874,0.18513,0.76583,0.0004786,0.0004786,0.0004786
160,401.879,0.29242,0.35482,0.27129,0.24061,0.82031,0.99904,1,0.995,0.97539,0.99904,1,0.995,0.98757,0.26396,0.07995,0.1205,0.18861,0.76911,0.0004753,0.0004753,0.0004753
161,404.36,0.28419,0.34396,0.26382,0.2256,0.8313,0.99904,1,0.995,0.97477,0.99904,1,0.995,0.98827,0.25463,0.07301,0.12004,0.18549,0.76759,0.000472,0.000472,0.000472
162,406.777,0.29342,0.41935,0.28215,0.25073,0.8448,0.99903,1,0.995,0.97784,0.99903,1,0.995,0.98802,0.25928,0.08142,0.11682,0.17795,0.76608,0.0004687,0.0004687,0.0004687
163,409.287,0.2957,0.39909,0.28267,0.23082,0.82544,0.99904,1,0.995,0.98009,0.99904,1,0.995,0.98766,0.26381,0.0793,0.1166,0.17811,0.76733,0.0004654,0.0004654,0.0004654
164,411.806,0.28644,0.35212,0.26354,0.23901,0.83567,0.99904,1,0.995,0.978,0.99904,1,0.995,0.98838,0.2688,0.07608,0.11899,0.18288,0.76406,0.0004621,0.0004621,0.0004621
165,414.151,0.27849,0.37803,0.27654,0.23212,0.8221,0.99906,1,0.995,0.97716,0.99906,1,0.995,0.98892,0.27194,0.08064,0.12265,0.17901,0.76555,0.0004588,0.0004588,0.0004588
166,416.531,0.29991,0.3663,0.26533,0.23927,0.84899,0.99904,1,0.995,0.97237,0.99904,1,0.995,0.9886,0.26963,0.07725,0.12493,0.18174,0.76893,0.0004555,0.0004555,0.0004555
167,418.94,0.28816,0.40439,0.27041,0.22626,0.83179,0.99903,1,0.995,0.97346,0.99903,1,0.995,0.98873,0.26939,0.07333,0.12189,0.19299,0.76918,0.0004522,0.0004522,0.0004522
168,421.318,0.28913,0.31353,0.2689,0.22909,0.83741,0.99904,1,0.995,0.98389,0.99904,1,0.995,0.98821,0.25618,0.07664,0.1171,0.18979,0.76561,0.0004489,0.0004489,0.0004489
169,423.604,0.27574,0.30205,0.25835,0.22431,0.83789,0.99903,1,0.995,0.98075,0.99903,1,0.995,0.98837,0.25677,0.07767,0.10853,0.19271,0.77107,0.0004456,0.0004456,0.0004456
170,426.057,0.2866,0.35975,0.23417,0.22448,0.82774,0.99903,1,0.995,0.979,0.99903,1,0.995,0.98898,0.26648,0.0753,0.10923,0.19553,0.77284,0.0004423,0.0004423,0.0004423
171,428.175,0.27484,0.35834,0.25536,0.22246,0.81957,0.99901,1,0.995,0.97996,0.99901,1,0.995,0.98887,0.27685,0.07473,0.11177,0.19282,0.77384,0.000439,0.000439,0.000439
172,430.485,0.28099,0.36178,0.27882,0.22632,0.84881,0.99904,1,0.995,0.97554,0.99904,1,0.995,0.98639,0.26492,0.07682,0.10933,0.19639,0.77379,0.0004357,0.0004357,0.0004357
173,432.952,0.28609,0.36019,0.25329,0.2371,0.83324,0.99904,1,0.995,0.971,0.99904,1,0.995,0.98538,0.24526,0.08153,0.10787,0.18729,0.77343,0.0004324,0.0004324,0.0004324
174,435.368,0.28687,0.36639,0.24614,0.22416,0.8237,0.99903,1,0.995,0.98355,0.99903,1,0.995,0.98865,0.22594,0.07313,0.11208,0.17293,0.76662,0.0004291,0.0004291,0.0004291
175,437.812,0.28097,0.40468,0.26025,0.2256,0.82822,0.99904,1,0.995,0.98708,0.99904,1,0.995,0.98879,0.24373,0.06511,0.11913,0.1822,0.76471,0.0004258,0.0004258,0.0004258
176,440.23,0.27627,0.32459,0.26676,0.21599,0.83254,0.99905,1,0.995,0.99009,0.99905,1,0.995,0.9892,0.24387,0.06257,0.1195,0.18194,0.7639,0.0004225,0.0004225,0.0004225
177,442.698,0.26601,0.38789,0.25716,0.22169,0.83483,0.99905,1,0.995,0.99106,0.99905,1,0.995,0.9898,0.24317,0.06544,0.1118,0.18234,0.76589,0.0004192,0.0004192,0.0004192
178,445.096,0.27767,0.37125,0.26153,0.21589,0.83567,0.99904,1,0.995,0.98237,0.99904,1,0.995,0.99027,0.25708,0.06431,0.1126,0.18592,0.76427,0.0004159,0.0004159,0.0004159
179,447.633,0.27829,0.36973,0.26562,0.22607,0.81753,0.99904,1,0.995,0.97564,0.99904,1,0.995,0.98937,0.2618,0.06667,0.11271,0.17901,0.7635,0.0004126,0.0004126,0.0004126
180,450.205,0.27201,0.32845,0.24128,0.21468,0.81154,0.99905,1,0.995,0.98484,0.99905,1,0.995,0.98916,0.24666,0.06757,0.11204,0.17413,0.75932,0.0004093,0.0004093,0.0004093
181,452.433,0.2867,0.38857,0.26873,0.22346,0.83395,0.99904,1,0.995,0.9851,0.99904,1,0.995,0.98882,0.2365,0.08321,0.11229,0.16564,0.75703,0.000406,0.000406,0.000406
182,454.766,0.27159,0.36319,0.25773,0.22616,0.83228,0.99904,1,0.995,0.98544,0.99904,1,0.995,0.98896,0.23484,0.0762,0.11015,0.16676,0.75667,0.0004027,0.0004027,0.0004027
183,457.074,0.2681,0.43694,0.24027,0.21481,0.82879,0.99904,1,0.995,0.98705,0.99904,1,0.995,0.98927,0.23321,0.06377,0.11447,0.17597,0.75679,0.0003994,0.0003994,0.0003994
184,459.221,0.28657,0.40992,0.24758,0.22806,0.83011,0.99904,1,0.995,0.97983,0.99904,1,0.995,0.98948,0.23012,0.06489,0.1173,0.17216,0.75702,0.0003961,0.0003961,0.0003961
185,461.769,0.26965,0.44956,0.26566,0.23438,0.83401,0.99904,1,0.995,0.98968,0.99904,1,0.995,0.98922,0.24396,0.07258,0.11477,0.17975,0.76016,0.0003928,0.0003928,0.0003928
186,464.204,0.27442,0.37922,0.24701,0.21572,0.81626,0.99905,1,0.995,0.98581,0.99905,1,0.995,0.99062,0.25136,0.07272,0.11039,0.18205,0.76245,0.0003895,0.0003895,0.0003895
187,466.615,0.28336,0.3176,0.24166,0.22671,0.8295,0.99905,1,0.995,0.9848,0.99905,1,0.995,0.99009,0.25133,0.06935,0.10903,0.18275,0.7634,0.0003862,0.0003862,0.0003862
188,468.924,0.28172,0.30259,0.23062,0.22808,0.82499,1,1,0.995,0.98455,1,1,0.995,0.99127,0.24721,0.06546,0.10603,0.18291,0.76307,0.0003829,0.0003829,0.0003829
189,471.117,0.27727,0.30459,0.24471,0.22103,0.83434,0.99906,1,0.995,0.985,0.99906,1,0.995,0.99188,0.25742,0.06562,0.10475,0.17727,0.76391,0.0003796,0.0003796,0.0003796
190,473.353,0.26961,0.27933,0.27037,0.21995,0.83395,0.99905,1,0.995,0.9796,0.99905,1,0.995,0.99209,0.26531,0.06576,0.10517,0.1873,0.76435,0.0003763,0.0003763,0.0003763
191,475.785,0.27041,0.3149,0.25054,0.21552,0.82806,0.99905,1,0.995,0.98238,0.99905,1,0.995,0.99184,0.24343,0.06836,0.10778,0.17566,0.76501,0.000373,0.000373,0.000373
192,478.006,0.26922,0.28546,0.22523,0.21618,0.82102,0.99906,1,0.995,0.99426,0.99906,1,0.995,0.99085,0.24376,0.09604,0.10887,0.17484,0.76745,0.0003697,0.0003697,0.0003697
193,480.322,0.26116,0.25155,0.24964,0.20963,0.81877,0.99904,1,0.995,0.99059,0.99904,1,0.995,0.98915,0.24751,0.08828,0.10268,0.16947,0.76806,0.0003664,0.0003664,0.0003664
194,482.698,0.27022,0.32052,0.25061,0.20895,0.82256,0.99906,1,0.995,0.98973,0.99906,1,0.995,0.98941,0.24145,0.0774,0.09923,0.17516,0.76789,0.0003631,0.0003631,0.0003631
195,485.146,0.27278,0.2715,0.25389,0.2156,0.83585,0.99905,1,0.995,0.9821,0.99905,1,0.995,0.99062,0.24074,0.07389,0.09841,0.17749,0.76951,0.0003598,0.0003598,0.0003598
196,487.561,0.26944,0.31103,0.22884,0.21935,0.82538,0.99904,1,0.995,0.98706,0.99904,1,0.995,0.98802,0.2352,0.06991,0.09897,0.17495,0.76796,0.0003565,0.0003565,0.0003565
197,489.889,0.29639,0.52181,0.25231,0.23172,0.82181,0.99903,1,0.995,0.99012,0.99903,1,0.995,0.98677,0.2267,0.07347,0.0989,0.17626,0.77144,0.0003532,0.0003532,0.0003532
198,492.256,0.26884,0.33421,0.22305,0.22498,0.82697,0.99903,1,0.995,0.98479,0.99903,1,0.995,0.98649,0.23098,0.07084,0.0988,0.17681,0.77492,0.0003499,0.0003499,0.0003499
199,494.623,0.27854,0.38143,0.21947,0.21677,0.81735,0.99905,1,0.995,0.98327,0.99905,1,0.995,0.98652,0.23111,0.07199,0.09422,0.17752,0.77775,0.0003466,0.0003466,0.0003466
200,497.038,0.28913,0.33081,0.22819,0.22176,0.83174,0.99903,1,0.995,0.98504,0.99903,1,0.995,0.98677,0.24396,0.0817,0.09065,0.19401,0.78078,0.0003433,0.0003433,0.0003433
201,499.514,0.27848,0.35313,0.21751,0.22588,0.83129,0.99903,1,0.995,0.97666,0.99903,1,0.995,0.98587,0.264,0.09319,0.08677,0.1929,0.78741,0.00034,0.00034,0.00034
202,501.904,0.26354,0.31288,0.22067,0.23522,0.8265,0.99904,1,0.995,0.98963,0.99904,1,0.995,0.98557,0.25269,0.08264,0.08739,0.18486,0.78349,0.0003367,0.0003367,0.0003367
203,504.234,0.25465,0.29224,0.21239,0.20272,0.82307,0.99904,1,0.995,0.98568,0.99904,1,0.995,0.98306,0.25154,0.07651,0.08764,0.18043,0.78322,0.0003334,0.0003334,0.0003334
204,506.633,0.26346,0.31221,0.21255,0.2142,0.82216,0.99902,1,0.995,0.98706,0.99902,1,0.995,0.98413,0.23535,0.0743,0.08715,0.18384,0.78688,0.0003301,0.0003301,0.0003301
205,509.026,0.26896,0.32397,0.20947,0.21558,0.82664,0.99901,1,0.995,0.9819,0.99901,1,0.995,0.98438,0.23779,0.07422,0.08752,0.18151,0.78681,0.0003268,0.0003268,0.0003268
206,511.338,0.27291,0.29829,0.2387,0.21642,0.83032,0.99898,1,0.995,0.98618,0.99898,1,0.995,0.98451,0.23655,0.07604,0.08911,0.17681,0.78329,0.0003235,0.0003235,0.0003235
207,513.47,0.27521,0.38874,0.22281,0.22737,0.822,0.99897,1,0.995,0.98733,0.99897,1,0.995,0.98095,0.22272,0.08113,0.08951,0.16732,0.77878,0.0003202,0.0003202,0.0003202
208,515.566,0.25884,0.37704,0.21489,0.21554,0.81499,0.99901,1,0.995,0.98885,0.99901,1,0.995,0.98114,0.22577,0.07969,0.08914,0.17157,0.77957,0.0003169,0.0003169,0.0003169
209,517.632,0.25567,0.29309,0.1971,0.20165,0.81682,0.99904,1,0.995,0.98333,0.99904,1,0.995,0.97926,0.23147,0.0856,0.08587,0.18209,0.78007,0.0003136,0.0003136,0.0003136
210,519.83,0.2664,0.31053,0.20582,0.2095,0.81363,0.99904,1,0.995,0.98513,0.99904,1,0.995,0.97979,0.22586,0.0887,0.08315,0.17746,0.77891,0.0003103,0.0003103,0.0003103
211,522.007,0.26167,0.28015,0.22161,0.20536,0.82072,0.99902,1,0.995,0.99102,0.99902,1,0.995,0.98064,0.22819,0.08737,0.08183,0.17941,0.77791,0.000307,0.000307,0.000307
212,524.242,0.26423,0.34819,0.22034,0.20493,0.82256,0.99903,1,0.995,0.99325,0.99903,1,0.995,0.98549,0.23223,0.07132,0.08222,0.18008,0.77799,0.0003037,0.0003037,0.0003037
213,526.571,0.25302,0.3536,0.23139,0.20839,0.82807,0.99904,1,0.995,0.98264,0.99904,1,0.995,0.99006,0.24149,0.06627,0.08518,0.18019,0.77684,0.0003004,0.0003004,0.0003004
214,529.045,0.26405,0.25742,0.2311,0.22506,0.83912,0.99903,1,0.995,0.98354,0.99903,1,0.995,0.99077,0.24532,0.06257,0.08627,0.17951,0.77309,0.0002971,0.0002971,0.0002971
215,531.323,0.28372,0.35972,0.21557,0.21964,0.83063,0.99905,1,0.995,0.98493,0.99905,1,0.995,0.98992,0.23182,0.05876,0.0882,0.16921,0.76755,0.0002938,0.0002938,0.0002938
216,533.897,0.25575,0.29381,0.23072,0.2045,0.82905,0.99905,1,0.995,0.98854,0.99905,1,0.995,0.99073,0.23241,0.06468,0.08856,0.16597,0.76695,0.0002905,0.0002905,0.0002905
217,536.368,0.25629,0.31495,0.19686,0.20301,0.82906,0.99905,1,0.995,0.99029,0.99905,1,0.995,0.98973,0.2271,0.06959,0.09137,0.16617,0.76421,0.0002872,0.0002872,0.0002872
218,538.567,0.25334,0.22999,0.20542,0.19414,0.82717,0.99905,1,0.995,0.98628,0.99905,1,0.995,0.99131,0.22487,0.06554,0.09064,0.16269,0.76338,0.0002839,0.0002839,0.0002839
219,540.862,0.25304,0.25608,0.20602,0.22019,0.81412,0.99904,1,0.995,0.98527,0.99904,1,0.995,0.99134,0.23195,0.06146,0.09051,0.16314,0.7637,0.0002806,0.0002806,0.0002806
220,543.185,0.26485,0.31791,0.19988,0.20435,0.81679,0.99906,1,0.995,0.98237,0.99906,1,0.995,0.99177,0.24204,0.06136,0.09145,0.16391,0.76287,0.0002773,0.0002773,0.0002773
221,545.388,0.27144,0.44477,0.21359,0.21493,0.83657,0.99905,1,0.995,0.98563,0.99905,1,0.995,0.99184,0.24106,0.06512,0.09214,0.16747,0.76327,0.000274,0.000274,0.000274
222,547.591,0.24652,0.3418,0.20452,0.20106,0.81327,0.99906,1,0.995,0.99017,0.99906,1,0.995,0.9907,0.23814,0.06749,0.09421,0.16621,0.76583,0.0002707,0.0002707,0.0002707
223,549.767,0.25463,0.26357,0.23326,0.20451,0.83337,0.99906,1,0.995,0.98,0.99906,1,0.995,0.98877,0.23431,0.06412,0.09595,0.16934,0.76552,0.0002674,0.0002674,0.0002674
224,551.983,0.26231,0.33543,0.20028,0.21072,0.82659,1,1,0.995,0.99017,1,1,0.995,0.98984,0.22911,0.06319,0.0978,0.17005,0.76313,0.0002641,0.0002641,0.0002641
225,554.258,0.27022,0.28912,0.21644,0.20999,0.82789,0.99905,1,0.995,0.98764,0.99905,1,0.995,0.99137,0.22008,0.06322,0.09643,0.16818,0.75957,0.0002608,0.0002608,0.0002608
226,556.767,0.27227,0.33275,0.21546,0.20699,0.83101,0.99906,1,0.995,0.98764,0.99906,1,0.995,0.99266,0.2241,0.06164,0.09415,0.16474,0.75909,0.0002575,0.0002575,0.0002575
227,559.286,0.26755,0.31665,0.19284,0.21168,0.84003,0.99905,1,0.995,0.98491,0.99905,1,0.995,0.99298,0.22672,0.06147,0.09007,0.16899,0.75859,0.0002542,0.0002542,0.0002542
228,561.967,0.25857,0.2715,0.2256,0.20527,0.82399,0.99905,1,0.995,0.98843,0.99905,1,0.995,0.99302,0.24092,0.06362,0.08869,0.16284,0.76072,0.0002509,0.0002509,0.0002509
229,564.343,0.26382,0.33235,0.22173,0.21028,0.82778,1,1,0.995,0.9898,1,1,0.995,0.99306,0.23589,0.06504,0.08635,0.16412,0.76056,0.0002476,0.0002476,0.0002476
230,566.723,0.26338,0.25973,0.21473,0.21357,0.82674,0.99904,1,0.995,0.98774,0.99904,1,0.995,0.99284,0.22558,0.06987,0.0855,0.16528,0.76043,0.0002443,0.0002443,0.0002443
231,568.97,0.25697,0.23463,0.21545,0.20302,0.82201,0.99904,1,0.995,0.98616,0.99904,1,0.995,0.99273,0.22727,0.06517,0.08533,0.15908,0.75977,0.000241,0.000241,0.000241
232,571.076,0.27229,0.3576,0.20874,0.21213,0.83238,0.99906,1,0.995,0.99149,0.99906,1,0.995,0.99073,0.22715,0.06328,0.085,0.15584,0.75907,0.0002377,0.0002377,0.0002377
233,573.169,0.26392,0.27348,0.19613,0.20267,0.83648,1,1,0.995,0.99375,1,1,0.995,0.99118,0.22232,0.06296,0.08405,0.15825,0.75804,0.0002344,0.0002344,0.0002344
234,575.254,0.23728,0.29815,0.18047,0.6215,0.78479,1,1,0.995,0.98895,1,1,0.995,0.99143,0.22523,0.06437,0.08429,0.15793,0.75845,0.0002311,0.0002311,0.0002311
235,577.32,0.25398,0.32212,0.19145,0.2128,0.82442,0.99905,1,0.995,0.98941,0.99905,1,0.995,0.99133,0.23437,0.06411,0.08504,0.16667,0.75926,0.0002278,0.0002278,0.0002278
236,579.725,0.26877,0.30967,0.21321,0.21441,0.81766,1,1,0.995,0.98841,1,1,0.995,0.99191,0.23251,0.05426,0.08646,0.16283,0.76128,0.0002245,0.0002245,0.0002245
237,581.867,0.25432,0.29215,0.20884,0.20381,0.82528,0.99906,1,0.995,0.9908,0.99906,1,0.995,0.99173,0.22689,0.05589,0.08768,0.16007,0.76377,0.0002212,0.0002212,0.0002212
238,583.946,0.25514,0.35375,0.21311,0.20404,0.81376,0.99906,1,0.995,0.98901,0.99906,1,0.995,0.99123,0.23137,0.05758,0.08856,0.1665,0.76543,0.0002179,0.0002179,0.0002179
239,586.027,0.23979,0.27042,0.18269,0.1913,0.81803,0.99906,1,0.995,0.98872,0.99906,1,0.995,0.99188,0.22933,0.05624,0.09038,0.16255,0.76251,0.0002146,0.0002146,0.0002146
240,588.072,0.24838,0.29824,0.19911,0.19903,0.81994,1,1,0.995,0.99131,1,1,0.995,0.99191,0.21884,0.05591,0.09151,0.15963,0.7599,0.0002113,0.0002113,0.0002113
241,590.185,0.23714,0.26195,0.19479,0.18759,0.82494,1,1,0.995,0.99133,1,1,0.995,0.99177,0.22107,0.05885,0.08722,0.16158,0.75908,0.000208,0.000208,0.000208
242,592.618,0.24562,0.25938,0.20434,0.18948,0.82853,1,1,0.995,0.98951,1,1,0.995,0.99206,0.22867,0.06295,0.08479,0.16424,0.75997,0.0002047,0.0002047,0.0002047
243,594.78,0.25299,0.26425,0.17631,0.19183,0.82232,1,1,0.995,0.98515,1,1,0.995,0.99163,0.23318,0.0671,0.08311,0.16234,0.75867,0.0002014,0.0002014,0.0002014
244,596.96,0.25758,0.28601,0.19334,0.20665,0.82134,1,1,0.995,0.98634,1,1,0.995,0.99026,0.22631,0.07763,0.08244,0.15344,0.75666,0.0001981,0.0001981,0.0001981
245,599.236,0.2441,0.25725,0.20005,0.1946,0.80931,0.99905,1,0.995,0.99015,0.99905,1,0.995,0.98983,0.222,0.07719,0.0834,0.15689,0.75706,0.0001948,0.0001948,0.0001948
246,601.619,0.26159,0.31877,0.21887,0.19705,0.82949,0.99905,1,0.995,0.98819,0.99905,1,0.995,0.98833,0.22096,0.06824,0.08419,0.15644,0.75685,0.0001915,0.0001915,0.0001915
247,604.135,0.24586,0.34531,0.21086,0.19129,0.82274,0.99905,1,0.995,0.99062,0.99905,1,0.995,0.9878,0.22471,0.06857,0.08604,0.15367,0.75559,0.0001882,0.0001882,0.0001882
248,606.497,0.24917,0.3206,0.18799,0.18763,0.81733,0.99904,1,0.995,0.98561,0.99904,1,0.995,0.98864,0.225,0.07374,0.08436,0.15462,0.75583,0.0001849,0.0001849,0.0001849
249,609.148,0.23862,0.31394,0.19907,0.18958,0.81332,0.99904,1,0.995,0.98479,0.99904,1,0.995,0.9892,0.22923,0.06928,0.08211,0.15935,0.75684,0.0001816,0.0001816,0.0001816
250,611.678,0.24563,0.29293,0.19051,0.19482,0.81775,0.99906,1,0.995,0.98436,0.99906,1,0.995,0.98864,0.22823,0.06387,0.08235,0.15635,0.75639,0.0001783,0.0001783,0.0001783
251,614.094,0.23906,0.29639,0.20734,0.18843,0.82533,0.99906,1,0.995,0.99183,0.99906,1,0.995,0.98899,0.22819,0.06307,0.08279,0.15634,0.7564,0.000175,0.000175,0.000175
252,616.611,0.2436,0.29456,0.1756,0.18805,0.81289,0.99906,1,0.995,0.99315,0.99906,1,0.995,0.98844,0.22152,0.06564,0.08354,0.15204,0.75516,0.0001717,0.0001717,0.0001717
253,619.171,0.24693,0.25679,0.17726,0.18553,0.80586,0.99906,1,0.995,0.99007,0.99906,1,0.995,0.98905,0.2204,0.07035,0.08218,0.15456,0.75481,0.0001684,0.0001684,0.0001684
254,621.726,0.2499,0.25621,0.20692,0.18742,0.82508,0.99906,1,0.995,0.99275,0.99906,1,0.995,0.98866,0.21691,0.07637,0.08277,0.15901,0.7547,0.0001651,0.0001651,0.0001651
255,624.186,0.22786,0.25925,0.18901,0.18397,0.81064,0.99906,1,0.995,0.99372,0.99906,1,0.995,0.98851,0.21264,0.07584,0.08159,0.15133,0.75411,0.0001618,0.0001618,0.0001618
256,626.579,0.2427,0.3245,0.18802,0.19174,0.81803,1,1,0.995,0.994,1,1,0.995,0.98944,0.21576,0.07678,0.07983,0.14911,0.75397,0.0001585,0.0001585,0.0001585
257,628.952,0.24316,0.29843,0.20484,0.19403,0.82502,0.99906,1,0.995,0.99399,0.99906,1,0.995,0.98818,0.2188,0.08694,0.07969,0.14851,0.75477,0.0001552,0.0001552,0.0001552
